# Узлы интерполяции
0.1 -2.30259
2.1 0.741937
4.1 1.41099
6.1 1.80829
8.1 2.09186


# Точная функция и интерполяция (x, ln(x), Лагранж)
0.1 -2.30259 -2.30259
0.2 -1.60944 -1.60944
0.3 -1.20397 -1.20397
0.4 -0.916291 -0.916291
0.5 -0.693147 -0.693147
0.6 -0.510826 -0.510826
0.7 -0.356675 -0.356675
0.8 -0.223144 -0.223144
0.9 -0.105361 -0.105361
1 0 0
1.1 0.0953102 0.0953102
1.2 0.182322 0.182322
1.3 0.262364 0.262364
1.4 0.336472 0.336472
1.5 0.405465 0.405465
1.6 0.470004 0.470004
1.7 0.530628 0.530628
1.8 0.587787 0.587787
1.9 0.641854 0.641854
2 0.693147 0.693147
2.1 0.741937 0.741937
2.2 0.788457 0.788457
2.3 0.832909 0.832909
2.4 0.875469 0.875469
2.5 0.916291 0.916291
2.6 0.955511 0.955511
2.7 0.993252 0.993252
2.8 1.02962 1.02962
2.9 1.06471 1.06471
3 1.09861 1.09861
3.1 1.1314 1.1314
3.2 1.16315 1.16315
3.3 1.19392 1.19392
3.4 1.22378 1.22378
3.5 1.25276 1.25276
3.6 1.28093 1.28093
3.7 1.30833 1.30833
3.8 1.335 1.335
3.9 1.36098 1.36098
4 1.38629 1.38629
4.1 1.41099 1.41099
4.2 1.43508 1.43508
4.3 1.45862 1.45862
4.4 1.4816 1.4816
4.5 1.50408 1.50408
4.6 1.52606 1.52606
4.7 1.54756 1.54756
4.8 1.56862 1.56862
4.9 1.58924 1.58924
5 1.60944 1.60944
5.1 1.62924 1.62924
5.2 1.64866 1.64866
5.3 1.66771 1.66771
5.4 1.6864 1.6864
5.5 1.70475 1.70475
5.6 1.72277 1.72277
5.7 1.74047 1.74047
5.8 1.75786 1.75786
5.9 1.77495 1.77495
6 1.79176 1.79176
6.1 1.80829 1.80829
6.2 1.82455 1.82455
6.3 1.84055 1.84055
6.4 1.8563 1.8563
6.5 1.8718 1.8718
6.6 1.88707 1.88707
6.7 1.90211 1.90211
6.8 1.91692 1.91692
6.9 1.93152 1.93152
7 1.94591 1.94591
7.1 1.96009 1.96009
7.2 1.97408 1.97408
7.3 1.98787 1.98787
7.4 2.00148 2.00148
7.5 2.0149 2.0149
7.6 2.02815 2.02815
7.7 2.04122 2.04122
7.8 2.05412 2.05412
7.9 2.06686 2.06686
8 2.07944 2.07944
8.1 2.09186 2.09186
8.2 2.10413 2.10413
8.3 2.11626 2.11626
8.4 2.12823 2.12823
8.5 2.14007 2.14007
8.6 2.15176 2.15176
8.7 2.16332 2.16332
8.8 2.17475 2.17475
8.9 2.18605 2.18605
9 2.19722 2.19722
9.1 2.20827 2.20827
9.2 2.2192 2.2192
9.3 2.23001 2.23001
9.4 2.24071 2.24071
9.5 2.25129 2.25129
9.6 2.26176 2.26176
9.7 2.27213 2.27213
9.8 2.28238 2.28238
9.9 2.29253 2.29253
10 2.30259 2.30259


# Погрешность интерполяции (x, погрешность)
0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0
1 0
1.1 0
1.2 0
1.3 0
1.4 0
1.5 0
1.6 0
1.7 0
1.8 0
1.9 0
2 0
2.1 0
2.2 0
2.3 0
2.4 0
2.5 0
2.6 0
2.7 0
2.8 0
2.9 0
3 0
3.1 0
3.2 0
3.3 0
3.4 0
3.5 0
3.6 0
3.7 0
3.8 0
3.9 0
4 0
4.1 0
4.2 0
4.3 0
4.4 0
4.5 0
4.6 0
4.7 0
4.8 0
4.9 0
5 0
5.1 0
5.2 0
5.3 0
5.4 0
5.5 0
5.6 0
5.7 0
5.8 0
5.9 0
6 0
6.1 0
6.2 0
6.3 0
6.4 0
6.5 0
6.6 0
6.7 0
6.8 0
6.9 0
7 0
7.1 0
7.2 0
7.3 0
7.4 0
7.5 0
7.6 0
7.7 0
7.8 0
7.9 0
8 0
8.1 0
8.2 0
8.3 0
8.4 0
8.5 0
8.6 0
8.7 0
8.8 0
8.9 0
9 0
9.1 0
9.2 0
9.3 0
9.4 0
9.5 0
9.6 0
9.7 0
9.8 0
9.9 0
10 0
